DATE,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,PRCP,TAVG,TMAX,TMIN
2005-07-03,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.58,80.0,82.0,76.4025
2005-07-05,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.78,82.0,89.0,77.02900138045646
2005-07-06,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,92.0,79.3703210861076
2005-07-09,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.13,83.0,92.0,77.02494580527907
2005-07-10,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.14,83.0,90.0,78.77953641904266
2005-07-13,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,3.42,79.0,82.0,77.63
2005-07-14,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.53,79.0,83.0,75.67666666666668
2005-07-15,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.89,81.0,86.0,78.18942857142856
2005-07-17,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,92.0,79.3703210861076
2005-07-21,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,92.0,79.3703210861076
2005-07-22,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,84.0,90.0,79.11971562807518
2005-07-24,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,91.0,72.0
2005-07-25,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,92.0,79.3703210861076
2005-07-28,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,92.0,79.3703210861076
2005-07-31,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.13,86.0,93.0,79.83750311231832
2005-08-01,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,87.0,96.0,79.69800160187845
2005-08-06,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,83.0,90.0,78.77953641904266
2005-08-10,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.83,82.0,87.0,77.83861904761905
2005-08-11,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,1.74,83.0,90.0,78.77953641904266
2005-08-13,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,87.0,95.0,80.16269874998568
2005-08-14,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.01,85.0,93.0,79.31468605527272
2005-08-15,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.75,83.0,91.0,77.19943972986076
2005-08-16,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.08,84.0,90.0,79.11971562807518
2005-08-17,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,86.0,94.0,80.03379094417492
2005-08-18,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.87,86.0,90.0,80.18525793650795
2005-08-20,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.31,83.0,89.0,79.04234600938278
2005-08-21,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.26,83.0,91.0,77.0
2005-08-22,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.16,83.0,92.0,77.02494580527907
2005-08-25,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.83,83.0,94.0,71.53013636363636
2005-08-26,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.59,83.0,94.0,71.53013636363636
2005-08-27,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,84.0,94.0,76.49856784104269
2005-08-28,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.04,86.0,95.0,77.01492496392495
2005-08-29,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,87.0,95.0,80.16269874998568
2005-08-31,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,87.0,98.0,78.13960803085803
2005-09-02,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,87.0,97.0,78.62820251970251
2005-09-04,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.02,85.0,94.0,77.8446266529773
2005-09-05,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,92.0,79.3703210861076
2005-09-06,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,84.0,94.0,76.49856784104269
2005-09-08,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,93.0,79.31468605527272
2005-09-09,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.94,84.0,91.0,79.53175791559174
2005-09-10,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.12,83.0,91.0,77.19943972986076
2005-09-12,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,84.0,91.0,79.53175791559174
2005-09-13,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.37,81.0,87.0,75.03692857142858
2005-09-16,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,86.0,96.0,79.46023900690813
2005-09-17,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.08,85.0,92.0,79.3703210861076
2005-09-18,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,93.0,79.31468605527272
2005-09-20,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.12,83.0,91.0,77.19943972986076
2005-09-21,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.83,82.0,92.0,75.26493883893883
2005-09-23,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,83.0,92.0,77.02494580527907
2005-09-24,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.44,83.0,91.0,77.19943972986076
2005-09-25,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,1.56,82.0,92.0,75.26493883893883
2005-09-26,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,84.0,91.0,79.53175791559174
2005-09-28,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,94.0,77.8446266529773
2005-09-30,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,80.0,90.0,73.33968525480368
2005-10-01,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,80.0,86.0,75.69095182595183
2005-10-02,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,9.81,78.0,81.0,75.51
2005-10-03,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,1.93,78.0,83.0,74.37916666666666
2005-10-04,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,1.52,79.0,86.0,71.368
2005-10-05,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,77.0,81.0,74.5575
2005-10-06,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,79.0,87.0,72.59750000000001
2005-10-07,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,82.0,90.0,74.91202441349499
2005-10-08,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,82.0,91.0,72.9915620768121
2005-10-10,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,83.0,92.0,77.02494580527907
2005-10-11,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,83.0,92.0,77.02494580527907
2005-10-12,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,82.0,92.0,75.26493883893883
2005-10-13,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,81.0,87.0,75.03692857142858
2005-10-14,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,83.0,92.0,77.02494580527907
2005-10-15,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,81.0,92.0,70.6057261904762
2005-10-17,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,81.0,89.0,77.33421717171717
2005-10-18,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,1.36,78.0,85.0,72.30940476190473
2005-10-19,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.32,76.0,81.0,70.97266666666665
2005-10-20,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.98,74.0,76.0,70.87
2005-10-21,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.69,75.0,78.0,70.3
2005-10-22,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,5.71,75.0,81.0,67.89197619047621
2005-10-23,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,3.69,71.0,76.0,65.9
2005-10-24,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,75.0,81.0,67.89197619047621
2005-10-25,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,77.0,86.0,69.269
2005-10-26,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,78.0,88.0,69.6927023809524
2005-10-27,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,78.0,87.0,69.04145238095239
2005-10-29,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,79.0,88.0,71.12781854256855
2005-10-31,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,78.0,89.0,68.74764285714285
2005-11-01,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,75.0,85.0,64.74192063492063
2005-11-02,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,75.0,85.0,64.74192063492063
2005-11-03,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,75.0,86.0,65.08879292929294
2005-11-05,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,73.0,87.0,64.11666666666667
2005-11-08,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,74.0,87.0,63.74576190476192
2005-11-09,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,78.0,90.0,67.43373469504353
2005-11-10,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,76.0,87.0,66.55392857142856
2005-11-12,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,70.0,83.0,58.941333333333326
2005-11-13,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,71.0,84.0,61.47527877677878
2005-11-15,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,71.0,85.0,59.477269805358034
2005-11-16,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,72.0,85.0,60.20986507936508
2005-11-19,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,68.0,83.0,55.90123321123318
2005-11-20,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,69.0,81.0,63.0
2005-11-21,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,70.0,82.0,60.87349999999999
2005-11-22,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,70.0,84.0,61.65802813852813
2005-11-23,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,70.0,84.0,61.65802813852813
2005-11-24,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,72.0,90.50411904761904,60.40933333333334
2005-11-25,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,65.0,78.0,55.093471139971136
2005-11-27,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,68.0,80.0,55.964857142857156
2005-11-29,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,66.0,82.0,54.66233333333333
2005-12-01,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,66.0,81.0,55.86658333333334
2005-12-02,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,67.0,82.0,53.763896825396806
2005-12-03,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,68.0,82.0,56.41771739371738
2005-12-04,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,67.0,80.0,54.89583333333333
2005-12-05,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,62.0,78.0,50.37474891774891
2005-12-06,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,64.0,80.0,51.73
2005-12-07,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,65.0,81.0,53.94453968253969
2005-12-08,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,66.0,80.0,54.56283333333333
2005-12-10,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,67.0,81.0,55.369035769785796
2005-12-11,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,66.0,81.0,55.86658333333334
2005-12-12,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,65.0,80.0,55.57330555555554
2005-12-13,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,65.0,79.0,52.20280952380953
2005-12-14,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,64.0,80.0,51.73
2005-12-15,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,66.0,81.0,55.86658333333334
2005-12-16,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,68.0,83.0,55.90123321123318
2005-12-17,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,69.0,81.0,59.521638888888894
2005-12-19,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,65.0,80.0,55.57330555555554
2005-12-20,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,61.0,81.0,52.72599999999999
2005-12-21,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.00419804360717535,66.0,82.0,54.66233333333333
2005-12-22,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,66.0,71.0,59.62
2005-12-25,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,65.0,77.0,51.54035714285715
2005-12-26,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,64.0,78.0,53.1775238095238
2005-12-28,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,62.0,78.0,50.37474891774891
2005-12-29,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,61.0,78.0,49.849629870129874
2005-12-30,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,56.0,78.0,45.38885714285715
2006-01-04,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,63.0,78.0,50.73699999999999
2006-01-06,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,60.0,75.0,48.66799999999999
2006-01-08,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,58.0,72.0,47.578
2006-01-09,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,54.0,59.0,48.96
2006-01-11,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,62.0,73.0,53.01083333333334
2006-01-12,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,58.0,74.0,47.01285714285714
2006-01-13,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,60.0,78.0,50.65710714285715
2006-01-14,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,64.0,79.0,54.1478095238095
2006-01-21,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,64.0,80.0,51.73
2006-01-22,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,62.0,78.0,50.37474891774891
2006-01-23,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.31,60.0,76.0,48.57747222222222
2006-01-26,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,62.0,77.0,51.46768145743145
2006-01-27,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,65.0,80.0,55.57330555555554
2006-01-28,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,65.0,80.0,55.57330555555554
2006-01-29,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,63.0,80.0,51.806500000000014
2006-01-30,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,64.0,81.0,53.88239682539684
2006-01-31,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,67.0,82.0,53.763896825396806
2006-02-02,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,69.0,85.0,60.68424206349206
2006-02-03,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,69.0,84.0,58.63680952380952
2006-02-06,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,68.0,84.0,57.069884920634905
2006-02-08,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,69.0,86.0,55.97749328449328
2006-02-10,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,70.0,86.0,62.63791666666666
2006-02-11,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,66.0,85.0,57.12583333333334
2006-02-12,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,71.0,87.0,58.36483333333334
2006-02-13,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,71.0,85.0,59.477269805358034
2006-02-14,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,72.0,85.0,60.20986507936508
2006-02-15,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,74.0,90.0,61.74790476190476
2006-02-16,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,77.0,91.0,63.932690476190494
2006-02-17,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,74.0,90.0,61.74790476190476
2006-02-18,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,75.0,92.0,65.68291666666667
2006-02-19,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,76.0,91.0,64.00694191919195
2006-02-20,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,76.0,84.0,70.49483333333333
2006-02-21,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,77.0,89.0,66.89796536796536
2006-02-22,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,78.0,92.0,70.51138095238096
2006-02-23,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,75.0,92.0,65.68291666666667
2006-02-24,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,76.0,93.0,61.900803030303024
2006-02-25,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,76.0,94.0,61.1094696969697
2006-02-26,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,77.0,95.0,61.95678571428571
2006-02-27,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,80.0,98.0,66.47
2006-02-28,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,78.0,92.0,70.51138095238096
2006-03-01,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,75.0,92.0,65.68291666666667
2006-03-03,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,72.0,88.0,58.42583333333333
2006-03-04,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,77.0,90.0,64.29911904761904
2006-03-05,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,77.0,90.0,64.29911904761904
2006-03-07,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,79.0,94.0,65.62678571428572
2006-03-08,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,81.0,95.0,65.82138095238095
2006-03-09,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,81.0,94.0,71.9670238095238
2006-03-10,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,80.0,92.0,73.75233333333335
2006-03-11,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.09,69.0,76.0,64.99
2006-03-12,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,73.0,87.0,64.11666666666667
2006-03-13,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,74.0,86.0,63.74887914862915
2006-03-14,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,77.0,90.0,64.29911904761904
2006-03-16,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,75.0,86.0,61.0
2006-03-17,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,76.0,90.0,64.3500137362637
2006-03-18,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,74.0,90.0,61.74790476190476
2006-03-19,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,72.0,90.0,60.33933333333334
2006-03-20,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,74.0,92.0,63.22090476190477
2006-03-21,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,78.0,96.0,64.61285714285714
2006-03-22,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,81.0,94.0,71.9670238095238
2006-03-23,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,76.0,94.0,61.1094696969697
2006-03-24,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,78.0,95.0,63.83145238095237
2006-03-25,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,84.0,101.0,72.57785714285714
2006-03-26,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,104.0,70.9382142857143
2006-03-27,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,3.15,82.0,99.0,69.86182142857142
2006-03-28,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,79.0,93.0,64.72878571428572
2006-03-29,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,80.0,96.0,65.21
2006-03-30,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,82.0,97.0,67.21316666666667
2006-04-03,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,93.0,79.31468605527272
2006-04-05,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,82.0,97.0,67.21316666666667
2006-04-07,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.08,80.0,96.0,65.21
2006-04-08,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.51,80.0,92.0,73.75233333333335
2006-04-09,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,83.0,93.0,75.83555947182981
2006-04-10,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,84.0,93.0,77.19239462661521
2006-04-11,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,87.0,97.0,78.62820251970251
2006-04-12,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,88.0,99.0,79.70992063492062
2006-04-13,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,86.0,96.0,79.46023900690813
2006-04-16,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,97.0,75.15888095238093
2006-04-17,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.01,85.0,98.0,77.58330952380952
2006-04-18,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.02,78.0,86.0,70.97490476190475
2006-04-19,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.61,75.0,86.0,65.08879292929294
2006-04-20,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,78.0,89.0,68.74764285714285
2006-04-21,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,81.0,92.0,70.6057261904762
2006-04-22,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,1.24,81.0,94.0,71.9670238095238
2006-04-23,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.06,80.0,92.0,73.75233333333335
2006-04-24,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,80.0,92.0,73.75233333333335
2006-04-25,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,81.0,93.0,72.9343492063492
2006-04-27,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,79.0,88.0,71.12781854256855
2006-04-28,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,84.0,96.0,69.93279792429793
2006-04-29,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,86.0,99.0,75.79183333333334
2006-04-30,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,87.0,101.0,72.62333333333333
2006-05-01,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,89.0,101.0,77.29799999999999
2006-05-02,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.01,87.0,99.0,76.12757142857144
2006-05-05,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.55,85.0,98.0,77.58330952380952
2006-05-06,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.04,84.0,97.0,75.24869047619048
2006-05-07,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,1.22,78.0,85.0,72.30940476190473
2006-05-08,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,83.0,91.0,77.19943972986076
2006-05-09,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,93.0,79.31468605527272
2006-05-10,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.93,82.0,93.0,74.33282539682541
2006-05-11,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,82.0,94.0,69.49375
2006-05-12,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.37,78.0,84.0,72.22399999999999
2006-05-13,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,79.0,85.0,71.51216666666666
2006-05-14,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,81.0,91.0,71.29199514374514
2006-05-18,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,87.0,99.0,76.12757142857144
2006-05-19,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,84.0,99.0,73.0356349206349
2006-05-20,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,96.0,73.0
2006-05-21,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,83.0,95.0,71.09483766233767
2006-05-22,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.05,84.0,98.0,74.49166666666667
2006-05-23,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.09,83.0,92.0,77.02494580527907
2006-05-24,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.04,84.0,94.0,76.49856784104269
2006-05-27,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.67,82.0,91.0,72.9915620768121
2006-05-29,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.37,82.0,94.0,69.49375
2006-05-30,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,87.0,95.0,77.0
2006-05-31,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,1.62,84.0,95.0,73.80521067821067
2006-06-02,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.14,83.0,91.0,77.0
2006-06-03,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,1.04,80.0,88.0,73.00316666666667
2006-06-04,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.0,85.0,94.0,77.8446266529773
2006-06-06,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.18,82.0,89.0,77.02900138045646
2006-06-07,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.61,82.0,90.0,74.91202441349499
2006-06-09,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.1,81.0,85.0,78.87625
2006-06-10,BGM00041907,"ISHURDI, BG",24.153,89.049,13.7,0.01,82.0,87.0,77.83861904761905
