"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-03","0.00","69","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-06","0.00","68","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-08","0.00","69","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-10","0.00","70","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-11","0.00","66","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-12","0.00","71","87",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-13","0.00","71","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-14","0.00","72","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-15","0.00","74","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-16","0.00","77","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-17","0.00","74","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-18","0.00","75","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-19","0.00","76","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-20","0.00","76","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-21","0.00","77","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-22","0.00","78","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-23","0.00","75","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-24","0.00","76","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-25","0.00","76","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-26","0.00","77","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-27","0.00","80","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-02-28","0.00","78","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-01","0.00","75","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-03","0.00","72","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-04","0.00","77","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-05","0.00","77","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-07","0.00","79","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-08","0.00","81","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-09","0.00","81","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-10","0.00","80","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-11","0.09","69","76",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-12","0.00","73","87",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-13","0.00","74","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-14","0.00","77","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-16","0.00","75","86","61"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-17","0.00","76","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-18","0.00","74","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-19","0.00","72","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-20","0.00","74","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-21","0.00","78","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-22","0.00","81","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-23","0.00","76","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-24","0.00","78","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-25","0.00","84","101",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-26","0.00","85","104",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-27","3.15","82","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-28","0.00","79","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-29","0.00","80","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-03-30","0.00","82","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-03","0.00","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-05","0.00","82","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-07","0.08","80","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-08","0.51","80","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-09","0.00","83","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-10","0.00","84","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-11","0.00","87","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-12","0.00","88","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-13","0.00","86","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-16","0.00","85","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-17","0.01","85","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-18","0.02","78","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-19","0.61","75","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-20","0.00","78","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-21","0.00","81","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-22","1.24","81","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-23","0.06","80","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-24","0.00","80","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-25","0.00","81","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-27","0.00","79","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-28","0.00","84","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-29","0.00","86","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-04-30","0.00","87","101",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-01","0.00","89","101",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-02","0.01","87","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-05","0.55","85","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-06","0.04","84","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-07","1.22","78","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-08","0.00","83","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-09","0.00","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-10","0.93","82","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-11","0.00","82","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-12","0.37","78","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-13","0.00","79","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-14","0.00","81","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-18","0.00","87","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-19","0.00","84","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-20","0.00","85","96","73"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-21","0.00","83","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-22","0.05","84","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-23","0.09","83",,
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-24","0.04","84","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-27","0.67","82","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-29","0.37","82","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-30","0.00","87","95","77"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-05-31","1.62","84","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-02","0.14","83","91","77"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-03","1.04","80","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-04","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-06","0.18","82","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-07","0.61","82","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-09","0.10","81","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-10","0.01","82","87",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-11","0.00","89","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-12","0.00","90","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-13","0.00","89","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-14","1.04","86","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-15","0.00","85","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-17","0.00","87","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-18","0.00","87","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-27","0.00","83","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-28","0.41","84","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-29","0.00","85","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-06-30","0.30","87","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-01","0.28","86","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-02","0.04","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-04","0.20","84","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-05","0.00","87","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-06","0.00","85","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-07","0.87","84","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-08","1.05","82","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-10","1.95","82","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-11","0.52","81","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-12","0.02","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-13","0.08","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-14","0.00","87","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-15","0.00","85","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-16","0.03","86","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-17","0.00","86","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-18","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-19","0.20","83","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-20","0.28","83","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-21","0.49","83","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-22","0.43","81","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-23","0.02","84","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-24","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-25","0.00","88","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-26","0.00","84","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-27","1.78","81",,
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-29","0.11","83","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-07-31","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-01","0.00","86","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-02","0.43","84","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-04","0.08","83","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-05","0.00","82","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-06","0.17","82","92","77"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-07","0.16","83","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-08","0.24","83","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-10","2.14","82","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-11","0.47","84","98","77"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-12","0.00","86","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-13","0.16","85","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-15","0.00","85","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-16","0.00","86","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-17","0.27","83","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-18","0.12","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-21","0.39","80","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-22","0.16","81","87",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-23","0.55","81","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-24","0.05","83","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-25","0.00","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-26","0.08","85","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-27","0.00","86","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-28","0.00","83","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-29","0.19","82","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-08-31","0.00","84","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-01","0.00","86","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-04","0.12","82","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-07","0.75","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-08","0.43","83","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-09","0.00","83","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-10","0.02","83","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-11","0.21","83","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-12","0.24","79","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-13","0.00","84","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-15","0.00","84","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-17","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-18","0.00","85","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-19","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-20","0.65","79","82",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-22","2.22","78","79",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-24","1.41","80","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-25","0.00","83","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-26","0.00","84","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-27","0.00","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-28","0.22","85","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-29","0.09","81",,
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-09-30","0.02","84","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-01","0.00","83","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-02","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-03","0.00","85","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-04","0.00","86","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-05","0.00","82","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-08","0.00","83","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-09","0.00","83","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-10","0.00","83","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-11","0.00","83","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-12","0.00","83","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-13","0.00","82","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-14","0.00","82","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-15","0.00","82","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-16","0.00","83","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-17","0.00","81","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-18","0.00","80","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-20","0.12","76","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-22","0.00","76","87",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-23","0.00","77","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-24","0.00","76","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-25","0.00","77","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-26","0.00","77","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-29","0.00","76","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-30","0.00","76","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-10-31","0.03","78","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-01","0.00","77","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-02","0.00","77","87",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-03","0.00","76","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-04","0.00","77","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-05","0.00","75","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-06","0.00","76","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-07","0.00","75","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-12","0.00","70","76",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-13","0.00","74","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-14","0.00","73","87",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-15","0.00","74","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-16","0.00","78","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-17","0.00","72","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-18","0.00","71","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-19","0.00","70","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-22","0.00","69","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-23","0.00","69","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-25","0.00","72","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-26","0.00","69","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-28","0.00","62","79",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-29","0.00","64","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-11-30","0.00","64","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-01","0.00","63","81",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-02","0.00","61","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-03","0.00","62","77",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-04","0.00","65","81",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-07","0.00","66","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-08","0.00","67","81",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-09","0.00","67","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-10","0.00","67","82",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-11","0.00","68","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-12","0.00","68","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-14","0.00","62","76",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-15","0.00","63","77",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-17","0.00","63","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-18","0.00","69","81",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-19","0.00","62","81",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-21","0.00","67","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-23","0.00","67","81",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-24","0.00","65","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-25","0.00","61","78",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-26","0.00","61","78",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-27","0.00","61","79",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-29","0.00","61","72",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-30","0.00","63","76",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2006-12-31","0.00","60","76",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-02","0.00","59","74",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-03","0.00","57","74",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-05","0.00","57","71",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-08","0.00","60","77",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-11","0.00","59","78",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-13","0.00","60","74",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-15","0.00","55","73",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-17","0.00","56",,
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-18","0.00","59","76",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-19","0.00","60","75",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-22","0.00","61","77",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-24","0.00","64","77",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-25","0.00","63","79",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-29","0.00","67","82",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-30","0.00","69","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-01-31","0.00","70","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-01","0.00","69","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-02","0.00","68","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-05","0.00","69","81",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-06","0.00","65","73",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-07","0.47","68","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-10","0.00","68","82",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-12","0.22","65","76",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-13","0.26","65","70",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-14","0.28","64","76",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-15","0.00","64","75",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-16","0.00","66","79",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-17","0.00","66","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-18","0.00","66","81",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-19","0.00","65","79",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-20","0.00","66","81",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-21","0.00","67","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-22","0.00","68","82",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-23","0.00","70","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-24","0.00","71","87",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-25","0.00","73","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-26","0.04","70","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-02-27","0.00","71","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-03-05","0.00","74",,
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-03-06","0.00","70","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-03-07","0.00","67","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-03-09","0.00","69","87",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-03-10","0.00","75","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2007-03-11","0.00","79","92",
